referrer,views_total,views_unique
Google,7,5
Bing,6,3
jatic.pages.jatic.net,6,2
dataeval.readthedocs.io,3,2
github.com,3,1
cdao.pages.jatic.net,2,2
chatgpt.com,1,1
com.linkedin.android,1,1
echonimo.com,1,1
hakia.com,1,1
