referrer,views_total,views_unique
Google,57,12
dataeval.readthedocs.io,40,9
jatic.pages.jatic.net,26,3
github.com,22,8
pypi.org,16,2
DuckDuckGo,10,1
Bing,7,2
cdao.pages.jatic.net,3,3
app.readthedocs.org,1,1
com.slack,1,1
