referrer,views_total,views_unique
Google,30,15
dataeval.readthedocs.io,23,15
github.com,20,6
DuckDuckGo,13,1
linkedin.com,5,3
cdao.pages.jatic.net,4,3
Bing,2,2
aria-ml.github.io,1,1
perplexity.ai,1,1
pypi.org,1,1
