referrer,views_total,views_unique
Google,82,10
dataeval.readthedocs.io,73,11
github.com,27,4
Bing,24,3
jatic.pages.jatic.net,9,2
cdao.pages.jatic.net,5,4
pypi.org,4,2
DuckDuckGo,1,1
github.dev,1,1
searchirc.com,1,1
