referrer,views_total,views_unique
dataeval.readthedocs.io,115,8
Google,61,13
jatic.pages.jatic.net,25,3
github.com,22,8
pypi.org,16,2
Bing,7,2
DuckDuckGo,7,1
cdao.pages.jatic.net,5,4
app.readthedocs.org,1,1
com.slack,1,1
