time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,123,26,34,7
2026-04-04 00:00:00+00:00,13,9,1,1
2026-04-05 00:00:00+00:00,28,13,1,1
2026-04-06 00:00:00+00:00,16,8,16,6
2026-04-07 00:00:00+00:00,19,7,6,3
2026-04-08 00:00:00+00:00,59,14,13,7
2026-04-09 00:00:00+00:00,166,26,12,12
2026-04-10 00:00:00+00:00,226,24,13,8
2026-04-11 00:00:00+00:00,29,14,8,3
2026-04-12 00:00:00+00:00,20,8,0,0
2026-04-13 00:00:00+00:00,73,22,31,5
2026-04-14 00:00:00+00:00,35,13,105,7
2026-04-15 00:00:00+00:00,216,40,39,15
2026-04-16 00:00:00+00:00,34,14,4,3
