referrer,views_total,views_unique
Google,62,13
Bing,9,3
cdao.pages.jatic.net,6,5
dataeval.readthedocs.io,6,3
github.com,2,2
m.baidu.com,2,2
wiki.morsecorp.com,2,1
statics.dod.teams.microsoft.us,1,1
chatgpt.com,1,1
jatic.pages.jatic.net,1,1
