referrer,views_total,views_unique
dataeval.readthedocs.io,50,7
Google,47,18
cdao.pages.jatic.net,13,5
pypi.org,7,2
github.com,5,2
statics.dod.teams.microsoft.us,1,1
jatic.pages.jatic.net,1,1
