time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,,,48,12
2025-01-28 00:00:00+00:00,2.0,1.0,30,3
2025-01-29 00:00:00+00:00,5.0,4.0,53,12
2025-01-30 00:00:00+00:00,26.0,15.0,9,8
2025-01-31 00:00:00+00:00,25.0,17.0,14,7
2025-02-01 00:00:00+00:00,18.0,14.0,1,1
2025-02-02 00:00:00+00:00,4.0,2.0,12,9
2025-02-03 00:00:00+00:00,7.0,5.0,33,15
2025-02-04 00:00:00+00:00,8.0,4.0,53,7
2025-02-05 00:00:00+00:00,16.0,12.0,35,10
2025-02-06 00:00:00+00:00,28.0,13.0,15,7
2025-02-07 00:00:00+00:00,46.0,26.0,29,9
2025-02-08 00:00:00+00:00,13.0,8.0,4,4
2025-02-09 00:00:00+00:00,,,2,2
