referrer,views_total,views_unique
Google,22,13
github.com,22,7
dataeval.readthedocs.io,20,13
DuckDuckGo,13,1
cdao.pages.jatic.net,8,3
linkedin.com,5,3
Bing,2,2
perplexity.ai,1,1
pypi.org,1,1
technorati.com,1,1
