time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-05 00:00:00+00:00,5.0,5.0,6,3
2025-07-06 00:00:00+00:00,8.0,8.0,5,5
2025-07-07 00:00:00+00:00,6.0,6.0,23,9
2025-07-08 00:00:00+00:00,11.0,10.0,13,3
2025-07-09 00:00:00+00:00,19.0,17.0,8,3
2025-07-10 00:00:00+00:00,46.0,15.0,14,5
2025-07-11 00:00:00+00:00,12.0,6.0,7,3
2025-07-12 00:00:00+00:00,6.0,6.0,5,5
2025-07-13 00:00:00+00:00,36.0,5.0,2,2
2025-07-14 00:00:00+00:00,3.0,3.0,35,21
2025-07-15 00:00:00+00:00,8.0,8.0,12,12
2025-07-16 00:00:00+00:00,1.0,1.0,16,14
2025-07-17 00:00:00+00:00,479.0,3.0,13,4
2025-07-18 00:00:00+00:00,,,1,1
