time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-23 00:00:00+00:00,7.0,4.0,11.0,7.0
2025-01-24 00:00:00+00:00,8.0,5.0,14.0,12.0
2025-01-25 00:00:00+00:00,1.0,1.0,,
2025-01-26 00:00:00+00:00,1.0,1.0,9.0,9.0
2025-01-27 00:00:00+00:00,,,48.0,12.0
2025-01-28 00:00:00+00:00,2.0,1.0,30.0,3.0
2025-01-29 00:00:00+00:00,5.0,4.0,53.0,12.0
2025-01-30 00:00:00+00:00,26.0,15.0,9.0,8.0
2025-01-31 00:00:00+00:00,25.0,17.0,14.0,7.0
2025-02-01 00:00:00+00:00,18.0,14.0,1.0,1.0
2025-02-02 00:00:00+00:00,4.0,2.0,12.0,9.0
2025-02-03 00:00:00+00:00,7.0,5.0,33.0,15.0
2025-02-04 00:00:00+00:00,8.0,4.0,53.0,7.0
2025-02-05 00:00:00+00:00,11.0,10.0,28.0,9.0
