referrer,views_total,views_unique
dataeval.readthedocs.io,104,13
Google,44,12
github.com,13,5
Bing,11,1
linkedin.com,6,6
DuckDuckGo,3,2
behjoo.com,1,1
cdao.pages.jatic.net,1,1
goofram.com,1,1
lnkd.in,1,1
