referrer,views_total,views_unique
Google,19,12
dataeval.readthedocs.io,14,5
DuckDuckGo,4,1
cdao.pages.jatic.net,3,2
pypi.org,3,1
github.com,2,2
gjlg.com,2,1
Bing,1,1
searchezee.com,1,1
teoma.com,1,1
