referrer,views_total,views_unique
dataeval.readthedocs.io,42,14
Google,36,10
github.com,22,7
cdao.pages.jatic.net,6,2
Bing,1,1
DuckDuckGo,1,1
goofram.com,1,1
linkedin.com,1,1
perplexity.ai,1,1
seeaarch.com,1,1
