time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-21 00:00:00+00:00,163,69,13,10
2026-04-22 00:00:00+00:00,218,69,17,9
2026-04-23 00:00:00+00:00,269,97,4,3
2026-04-24 00:00:00+00:00,219,92,2,2
2026-04-25 00:00:00+00:00,137,55,0,0
2026-04-26 00:00:00+00:00,50,17,8,4
2026-04-27 00:00:00+00:00,29,11,27,1
2026-04-28 00:00:00+00:00,27,9,6,3
2026-04-29 00:00:00+00:00,159,37,4,4
2026-04-30 00:00:00+00:00,80,21,41,8
2026-05-01 00:00:00+00:00,53,15,12,3
2026-05-02 00:00:00+00:00,86,27,3,2
2026-05-03 00:00:00+00:00,24,8,4,4
2026-05-04 00:00:00+00:00,23,8,54,3
