referrer,views_total,views_unique
Google,48,13
dataeval.readthedocs.io,45,11
jatic.pages.jatic.net,28,4
github.com,22,8
pypi.org,16,2
DuckDuckGo,10,1
cdao.pages.jatic.net,4,4
Bing,1,1
agent55.com,1,1
app.readthedocs.org,1,1
