referrer,views_total,views_unique
Google,77,15
cdao.pages.jatic.net,25,6
dataeval.readthedocs.io,16,4
Bing,4,3
statics.dod.teams.microsoft.us,2,2
pypi.org,1,1
github.com,1,1
