referrer,views_total,views_unique
Google,54,11
dataeval.readthedocs.io,20,5
jatic.pages.jatic.net,14,2
code.cdao.us,7,1
Bing,6,2
cdao.pages.jatic.net,5,5
github.com,4,3
wiki.morsecorp.com,3,1
dataeval.ai,1,1
statics.dod.teams.microsoft.us,1,1
