referrer,views_total,views_unique
Google,95,15
cdao.pages.jatic.net,20,7
github.com,7,5
linkedin.com,2,2
jatic.pages.jatic.net,2,1
dataeval.readthedocs.io,1,1
Bing,1,1
gbc-word-edit.officeapps.live.com,1,1
