referrer,views_total,views_unique
dataeval.readthedocs.io,62,14
Google,19,8
github.com,10,3
jatic.pages.jatic.net,3,2
DuckDuckGo,3,1
agent55.com,1,1
cdao.pages.jatic.net,1,1
pypi.org,1,1
redz.com,1,1
