referrer,views_total,views_unique
Google,93,13
jatic.pages.jatic.net,14,2
dataeval.readthedocs.io,11,4
code.cdao.us,7,1
Bing,5,2
cdao.pages.jatic.net,4,4
github.com,3,3
wiki.morsecorp.com,3,1
m.baidu.com,1,1
statics.dod.teams.microsoft.us,1,1
