referrer,views_total,views_unique
Google,67,12
dataeval.readthedocs.io,42,8
code.cdao.us,14,2
github.com,12,8
jatic.pages.jatic.net,8,2
cdao.pages.jatic.net,5,5
m.baidu.com,2,2
dataeval.ai,1,1
Bing,1,1
wiki.morsecorp.com,1,1
