referrer,views_total,views_unique
Google,41,10
dataeval.readthedocs.io,39,14
github.com,24,8
cdao.pages.jatic.net,6,2
Bing,1,1
goofram.com,1,1
linkedin.com,1,1
perplexity.ai,1,1
seeaarch.com,1,1
technorati.com,1,1
