time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-02 00:00:00+00:00,11,10,7.0,7.0
2025-04-03 00:00:00+00:00,15,8,4.0,4.0
2025-04-04 00:00:00+00:00,19,17,33.0,11.0
2025-04-05 00:00:00+00:00,17,12,9.0,4.0
2025-04-06 00:00:00+00:00,6,3,1.0,1.0
2025-04-07 00:00:00+00:00,4,3,17.0,6.0
2025-04-08 00:00:00+00:00,17,14,27.0,6.0
2025-04-09 00:00:00+00:00,23,20,4.0,4.0
2025-04-10 00:00:00+00:00,17,13,38.0,10.0
2025-04-11 00:00:00+00:00,20,13,9.0,6.0
2025-04-12 00:00:00+00:00,4,2,,
2025-04-13 00:00:00+00:00,6,3,,
2025-04-14 00:00:00+00:00,14,13,7.0,7.0
2025-04-15 00:00:00+00:00,2,2,32.0,9.0
