referrer,views_total,views_unique
dataeval.readthedocs.io,63,9
github.com,26,3
jatic.pages.jatic.net,10,2
Google,9,7
Bing,8,2
cdao.pages.jatic.net,5,4
DuckDuckGo,5,3
pypi.org,4,2
github.dev,1,1
searchirc.com,1,1
