referrer,views_total,views_unique
dataeval.readthedocs.io,31,8
Google,19,12
github.com,16,3
DuckDuckGo,4,1
cdao.pages.jatic.net,3,1
gjlg.com,2,1
Bing,1,1
jatic.pages.jatic.net,1,1
pypi.org,1,1
teoma.com,1,1
