referrer,views_total,views_unique
Google,90,11
dataeval.readthedocs.io,68,9
Bing,19,2
github.com,13,3
jatic.pages.jatic.net,9,2
cdao.pages.jatic.net,5,4
DuckDuckGo,1,1
github.dev,1,1
pypi.org,1,1
redz.com,1,1
