referrer,views_total,views_unique
dataeval.readthedocs.io,39,16
github.com,22,7
Google,20,11
DuckDuckGo,13,1
cdao.pages.jatic.net,8,3
linkedin.com,5,3
Bing,1,1
perplexity.ai,1,1
pypi.org,1,1
technorati.com,1,1
