time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-07 00:00:00+00:00,44,16,0,0
2026-06-08 00:00:00+00:00,27,17,14,3
2026-06-09 00:00:00+00:00,12,7,10,4
2026-06-10 00:00:00+00:00,21,11,0,0
2026-06-11 00:00:00+00:00,25,20,4,4
2026-06-12 00:00:00+00:00,28,12,12,6
2026-06-13 00:00:00+00:00,47,19,4,4
2026-06-14 00:00:00+00:00,60,15,0,0
2026-06-15 00:00:00+00:00,47,12,24,3
2026-06-16 00:00:00+00:00,35,14,6,3
2026-06-17 00:00:00+00:00,51,16,1,1
2026-06-18 00:00:00+00:00,182,33,42,6
2026-06-19 00:00:00+00:00,115,25,1,1
2026-06-20 00:00:00+00:00,158,40,21,4
