referrer,views_total,views_unique
dataeval.readthedocs.io,49,11
Google,46,12
jatic.pages.jatic.net,23,3
github.com,22,8
pypi.org,16,2
DuckDuckGo,10,1
cdao.pages.jatic.net,2,2
Bing,1,1
agent55.com,1,1
app.readthedocs.org,1,1
