referrer,views_total,views_unique
dataeval.readthedocs.io,102,11
Google,43,12
github.com,14,6
cdao.pages.jatic.net,6,2
Bing,5,1
linkedin.com,4,4
DuckDuckGo,3,2
behjoo.com,1,1
goofram.com,1,1
lnkd.in,1,1
