time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-06 00:00:00+00:00,27,16,10,4
2025-10-07 00:00:00+00:00,17,17,6,3
2025-10-08 00:00:00+00:00,3,3,5,2
2025-10-09 00:00:00+00:00,26,12,9,8
2025-10-10 00:00:00+00:00,6,6,26,5
2025-10-11 00:00:00+00:00,7,7,3,3
2025-10-12 00:00:00+00:00,5,4,6,3
2025-10-13 00:00:00+00:00,6,6,45,4
2025-10-14 00:00:00+00:00,28,15,48,7
2025-10-15 00:00:00+00:00,33,9,11,3
2025-10-16 00:00:00+00:00,2,2,26,6
2025-10-17 00:00:00+00:00,45,20,19,6
2025-10-18 00:00:00+00:00,10,8,14,6
