referrer,views_total,views_unique
Google,82,12
dataeval.readthedocs.io,22,7
code.cdao.us,14,2
github.com,6,5
cdao.pages.jatic.net,5,5
jatic.pages.jatic.net,3,2
m.baidu.com,2,2
wiki.morsecorp.com,2,1
dataeval.ai,1,1
Bing,1,1
