referrer,views_total,views_unique
dataeval.readthedocs.io,186,9
Bing,70,3
Google,36,13
github.com,35,2
linkedin.com,8,5
com.linkedin.android,2,2
cdao.pages.jatic.net,2,1
pypi.org,2,1
behjoo.com,1,1
lnkd.in,1,1
