referrer,views_total,views_unique
dataeval.readthedocs.io,114,7
github.com,40,6
Google,36,12
pypi.org,16,2
Bing,6,2
cdao.pages.jatic.net,5,3
jatic.pages.jatic.net,5,1
app.readthedocs.org,1,1
com.slack,1,1
