referrer,views_total,views_unique
dataeval.readthedocs.io,115,8
Google,64,14
github.com,42,7
pypi.org,16,2
Bing,7,2
DuckDuckGo,7,1
cdao.pages.jatic.net,6,4
jatic.pages.jatic.net,5,1
app.readthedocs.org,1,1
com.slack,1,1
