referrer,views_total,views_unique
Google,84,12
dataeval.readthedocs.io,69,10
github.com,27,4
Bing,24,3
jatic.pages.jatic.net,10,3
cdao.pages.jatic.net,5,4
DuckDuckGo,2,2
pypi.org,2,1
github.dev,1,1
searchirc.com,1,1
