time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-14 00:00:00+00:00,7.0,3.0,187.0,18.0
2025-01-15 00:00:00+00:00,1.0,1.0,35.0,9.0
2025-01-16 00:00:00+00:00,3.0,2.0,104.0,7.0
2025-01-17 00:00:00+00:00,,,92.0,10.0
2025-01-18 00:00:00+00:00,1.0,1.0,10.0,2.0
2025-01-20 00:00:00+00:00,5.0,3.0,83.0,11.0
2025-01-21 00:00:00+00:00,6.0,2.0,20.0,6.0
2025-01-22 00:00:00+00:00,5.0,4.0,14.0,12.0
2025-01-23 00:00:00+00:00,7.0,4.0,11.0,7.0
2025-01-24 00:00:00+00:00,8.0,5.0,14.0,12.0
2025-01-25 00:00:00+00:00,1.0,1.0,,
2025-01-26 00:00:00+00:00,1.0,1.0,9.0,9.0
2025-01-27 00:00:00+00:00,,,48.0,12.0
