referrer,views_total,views_unique
Google,96,15
jatic.pages.jatic.net,12,1
dataeval.readthedocs.io,10,4
cdao.pages.jatic.net,5,4
Bing,5,2
code.cdao.us,4,1
wiki.morsecorp.com,2,1
github.com,1,1
statics.dod.teams.microsoft.us,1,1
m.baidu.com,1,1
