url_path,views_total,views_unique
/aria-ml/dataeval,66,52
/aria-ml/dataeval/blob/main/docs/source/reference/glossary.md,5,1
/aria-ml/dataeval/blob/main/pyproject.toml,4,4
/aria-ml/dataeval/tree/main/src,4,4
/aria-ml/dataeval/tree/main/src/dataeval,4,4
/aria-ml/dataeval/blob/main/LICENSE,3,1
/aria-ml/dataeval/blob/main/docs/source/getting-started/which-tool.md,2,2
/aria-ml/dataeval/blob/main/.gitlab/ci/docs.yml,2,1
/aria-ml/dataeval/blob/main/.gitlab/ci/release.yml,2,1
/aria-ml/dataeval/blob/main/docs/source/tutorials/index.md,2,1
