referrer,views_total,views_unique
dataeval.readthedocs.io,22,7
Google,18,11
DuckDuckGo,4,1
github.com,3,3
cdao.pages.jatic.net,3,1
gjlg.com,2,1
Bing,1,1
jatic.pages.jatic.net,1,1
pypi.org,1,1
searchezee.com,1,1
