time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-03 00:00:00+00:00,7,5,33,15
2025-02-04 00:00:00+00:00,8,4,53,7
2025-02-05 00:00:00+00:00,16,12,35,10
2025-02-06 00:00:00+00:00,28,13,15,7
2025-02-07 00:00:00+00:00,46,26,29,9
2025-02-08 00:00:00+00:00,13,8,4,4
2025-02-09 00:00:00+00:00,5,2,4,3
2025-02-10 00:00:00+00:00,5,2,33,12
2025-02-11 00:00:00+00:00,6,3,30,8
2025-02-12 00:00:00+00:00,5,4,21,20
2025-02-13 00:00:00+00:00,10,7,18,7
2025-02-14 00:00:00+00:00,18,15,10,7
2025-02-15 00:00:00+00:00,4,3,5,3
2025-02-16 00:00:00+00:00,1,1,4,3
