referrer,views_total,views_unique
dataeval.readthedocs.io,64,12
Google,33,9
github.com,10,5
cdao.pages.jatic.net,6,2
linkedin.com,4,4
DuckDuckGo,3,2
Bing,2,2
goofram.com,1,1
perplexity.ai,1,1
seeaarch.com,1,1
