referrer,views_total,views_unique
Google,59,11
dataeval.readthedocs.io,42,8
code.cdao.us,14,2
github.com,11,7
jatic.pages.jatic.net,8,2
cdao.pages.jatic.net,4,4
m.baidu.com,2,2
dataeval.ai,1,1
Bing,1,1
wiki.morsecorp.com,1,1
