time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,4,4,1.0,1.0
2025-09-07 00:00:00+00:00,6,6,,
2025-09-08 00:00:00+00:00,4,4,4.0,2.0
2025-09-09 00:00:00+00:00,12,12,1.0,1.0
2025-09-10 00:00:00+00:00,6,6,,
2025-09-11 00:00:00+00:00,1,1,20.0,5.0
2025-09-12 00:00:00+00:00,41,10,40.0,3.0
2025-09-13 00:00:00+00:00,6,6,1.0,1.0
2025-09-14 00:00:00+00:00,1,1,,
2025-09-15 00:00:00+00:00,13,13,8.0,8.0
2025-09-16 00:00:00+00:00,112,9,3.0,3.0
2025-09-17 00:00:00+00:00,15,14,17.0,4.0
2025-09-18 00:00:00+00:00,2,2,3.0,3.0
2025-09-19 00:00:00+00:00,3,1,7.0,2.0
