referrer,views_total,views_unique
Google,35,17
Bing,27,1
DuckDuckGo,13,1
dataeval.readthedocs.io,10,8
linkedin.com,4,2
jatic.pages.jatic.net,4,1
cdao.pages.jatic.net,3,2
aria-ml.github.io,1,1
github.com,1,1
iconspedia.com,1,1
