time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-27 00:00:00+00:00,4,2,8,1
2025-12-28 00:00:00+00:00,10,4,3,2
2025-12-29 00:00:00+00:00,4,3,31,3
2025-12-30 00:00:00+00:00,20,10,10,3
2025-12-31 00:00:00+00:00,15,10,17,3
2026-01-01 00:00:00+00:00,16,8,1,1
2026-01-02 00:00:00+00:00,10,6,1,1
2026-01-03 00:00:00+00:00,10,6,4,4
2026-01-04 00:00:00+00:00,16,8,4,4
2026-01-05 00:00:00+00:00,77,10,45,6
2026-01-06 00:00:00+00:00,219,32,25,15
2026-01-07 00:00:00+00:00,302,37,15,11
2026-01-08 00:00:00+00:00,110,14,12,10
2026-01-09 00:00:00+00:00,7,3,3,3
