referrer,views_total,views_unique
jatic.pages.jatic.net,5,1
Google,4,2
Bing,4,1
dataeval.readthedocs.io,3,2
cdao.pages.jatic.net,1,1
com.linkedin.android,1,1
hakia.com,1,1
