referrer,views_total,views_unique
dataeval.readthedocs.io,50,6
Google,48,18
cdao.pages.jatic.net,16,6
pypi.org,8,3
github.com,5,2
statics.dod.teams.microsoft.us,2,2
Bing,2,1
jatic.pages.jatic.net,1,1
