referrer,views_total,views_unique
dataeval.readthedocs.io,132,8
Bing,71,5
Google,39,11
github.com,31,2
linkedin.com,7,4
cdao.pages.jatic.net,3,1
com.linkedin.android,2,2
pypi.org,2,1
com.slack,1,1
