time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,16.0,11.0,15,8
2025-06-06 00:00:00+00:00,6.0,5.0,16,6
2025-06-07 00:00:00+00:00,6.0,4.0,4,4
2025-06-08 00:00:00+00:00,6.0,3.0,1,1
2025-06-09 00:00:00+00:00,5.0,2.0,25,4
2025-06-10 00:00:00+00:00,101.0,7.0,4,4
2025-06-11 00:00:00+00:00,21.0,19.0,16,12
2025-06-12 00:00:00+00:00,20.0,19.0,4,3
2025-06-13 00:00:00+00:00,24.0,23.0,7,6
2025-06-14 00:00:00+00:00,25.0,8.0,5,5
2025-06-15 00:00:00+00:00,5.0,5.0,1,1
2025-06-16 00:00:00+00:00,2.0,2.0,10,5
2025-06-17 00:00:00+00:00,15.0,15.0,21,3
2025-06-18 00:00:00+00:00,,,16,7
