referrer,views_total,views_unique
Google,60,18
dataeval.readthedocs.io,49,6
cdao.pages.jatic.net,12,4
pypi.org,7,2
github.com,5,2
jatic.pages.jatic.net,2,2
statics.dod.teams.microsoft.us,1,1
