time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-02 00:00:00+00:00,11,10,7.0,4.0
2025-09-03 00:00:00+00:00,14,13,13.0,12.0
2025-09-04 00:00:00+00:00,26,16,,
2025-09-05 00:00:00+00:00,6,3,3.0,3.0
2025-09-06 00:00:00+00:00,4,4,1.0,1.0
2025-09-07 00:00:00+00:00,6,6,,
2025-09-08 00:00:00+00:00,4,4,4.0,2.0
2025-09-09 00:00:00+00:00,12,12,1.0,1.0
2025-09-10 00:00:00+00:00,6,6,,
2025-09-11 00:00:00+00:00,1,1,20.0,5.0
2025-09-12 00:00:00+00:00,41,10,40.0,3.0
2025-09-13 00:00:00+00:00,6,6,1.0,1.0
2025-09-14 00:00:00+00:00,1,1,,
2025-09-15 00:00:00+00:00,9,9,8.0,8.0
