referrer,views_total,views_unique
dataeval.readthedocs.io,57,13
Google,20,10
jatic.pages.jatic.net,3,2
DuckDuckGo,1,1
agent55.com,1,1
cdao.pages.jatic.net,1,1
github.com,1,1
pypi.org,1,1
redz.com,1,1
