time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-09 00:00:00+00:00,20,5,45,3
2026-09-10 00:00:00+00:00,119,17,8,3
2026-09-11 00:00:00+00:00,114,22,7,1
2026-09-12 00:00:00+00:00,97,29,2,1
2026-09-13 00:00:00+00:00,250,53,2,2
2026-09-14 00:00:00+00:00,431,44,2,2
2026-09-15 00:00:00+00:00,314,23,11,7
2026-09-16 00:00:00+00:00,160,27,6,5
2026-09-17 00:00:00+00:00,38,16,13,5
2026-09-18 00:00:00+00:00,400,119,7,3
2026-09-19 00:00:00+00:00,125,20,8,3
2026-09-20 00:00:00+00:00,9,4,3,3
2026-09-21 00:00:00+00:00,85,15,6,3
2026-09-22 00:00:00+00:00,248,42,10,6
