referrer,views_total,views_unique
Google,43,8
dataeval.readthedocs.io,35,7
github.com,25,3
jatic.pages.jatic.net,11,2
DuckDuckGo,5,3
Bing,5,1
pypi.org,4,2
cdao.pages.jatic.net,2,2
github.dev,1,1
