referrer,views_total,views_unique
dataeval.readthedocs.io,46,14
Google,37,11
github.com,11,6
cdao.pages.jatic.net,6,2
linkedin.com,3,3
DuckDuckGo,3,2
Bing,1,1
goofram.com,1,1
perplexity.ai,1,1
seeaarch.com,1,1
