referrer,views_total,views_unique
Google,77,16
dataeval.readthedocs.io,51,6
cdao.pages.jatic.net,14,6
pypi.org,8,3
statics.dod.teams.microsoft.us,2,2
Bing,2,1
github.com,1,1
