time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-22 00:00:00+00:00,206,37,25.0,9.0
2025-10-23 00:00:00+00:00,10,8,38.0,12.0
2025-10-24 00:00:00+00:00,14,8,16.0,6.0
2025-10-25 00:00:00+00:00,8,6,9.0,4.0
2025-10-26 00:00:00+00:00,11,6,4.0,2.0
2025-10-27 00:00:00+00:00,22,20,28.0,7.0
2025-10-28 00:00:00+00:00,19,8,17.0,6.0
2025-10-29 00:00:00+00:00,18,15,20.0,7.0
2025-10-30 00:00:00+00:00,15,7,2.0,2.0
2025-10-31 00:00:00+00:00,21,7,6.0,6.0
2025-11-01 00:00:00+00:00,16,8,21.0,6.0
2025-11-02 00:00:00+00:00,21,6,,
2025-11-03 00:00:00+00:00,9,7,20.0,9.0
2025-11-04 00:00:00+00:00,22,10,10.0,5.0
