referrer,views_total,views_unique
dataeval.readthedocs.io,36,8
github.com,23,3
Google,19,9
jatic.pages.jatic.net,10,2
DuckDuckGo,5,3
Bing,5,1
pypi.org,4,2
cdao.pages.jatic.net,3,3
github.dev,1,1
