time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-27 00:00:00+00:00,19.0,9.0,28,8
2025-05-28 00:00:00+00:00,23.0,18.0,33,7
2025-05-29 00:00:00+00:00,6.0,6.0,51,9
2025-05-30 00:00:00+00:00,12.0,7.0,7,4
2025-05-31 00:00:00+00:00,3.0,3.0,1,1
2025-06-01 00:00:00+00:00,4.0,2.0,9,3
2025-06-02 00:00:00+00:00,11.0,9.0,35,7
2025-06-03 00:00:00+00:00,17.0,14.0,34,11
2025-06-04 00:00:00+00:00,7.0,4.0,16,6
2025-06-05 00:00:00+00:00,16.0,11.0,15,8
2025-06-06 00:00:00+00:00,6.0,5.0,16,6
2025-06-07 00:00:00+00:00,6.0,4.0,4,4
2025-06-08 00:00:00+00:00,6.0,3.0,1,1
2025-06-09 00:00:00+00:00,,,25,4
