referrer,views_total,views_unique
Google,66,12
dataeval.readthedocs.io,40,7
code.cdao.us,14,2
github.com,12,8
cdao.pages.jatic.net,4,4
jatic.pages.jatic.net,3,2
m.baidu.com,2,2
Bing,1,1
dataeval.ai,1,1
wiki.morsecorp.com,1,1
