referrer,views_total,views_unique
github.com,107,1
Google,12,8
statics.dod.teams.microsoft.us,5,2
dataeval.readthedocs.io,4,3
confluence.atom.asgardgate.com,2,2
Bing,1,1
altavista.com,1,1
cdao.pages.jatic.net,1,1
jatic.pages.jatic.net,1,1
webcrawler.com,1,1
